SKU,Product Name,Brand,Category,Vehicle Type,Specific Product Type,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Item Number,Retail Price,Was Price / MSRP,Savings,Rating,Review Count,Fitment Vehicle,Fitment Disclaimer,Front Tire Fitment,Rear Tire Fitment,Wheel Locations,Available Sizes Count,Available Sizes,Total Part Numbers,Image Name,Primary Image URL,All Image URLs,Gallery Images (JSON),Description,Specs & Features,URL,Status
10324912.0,Pirelli Diablo Supercorsa SP V4 Tires,Pirelli,Tires,Street Bike,Hypersport Dot / Road Race Dot And Non D / Multi Compound Tire / Dot Tire,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,P1057226,$199.66 - $383.35,$267.55 - $513.79,Save up to Save $130.44 25%,5.0,37.0,,,,,Front; Rear,10,110/70ZR17 54W; 120/70ZR17 58W; 140/70ZR17 66W; 150/60ZR17 66W; 180/55ZR17 73W; 180/60ZR17 75W; 190/50ZR17 73W; 190/55ZR17 75W; 200/55ZR17 78W; 200/60ZR17 80W,10,pirelli_diablo_supercorsa_spv4_tires.jpg,https://www.cyclegear.com/_a/product_images/2092/9766/pirelli_diablo_supercorsa_spv4_tires.jpg,https://www.cyclegear.com/_a/product_images/2092/9766/pirelli_diablo_supercorsa_spv4_tires.jpg ; https://www.cyclegear.com/_a/product_images/2092/9749/pirelli_diablo_supercorsa_spv4_tires.jpg ; https://www.cyclegear.com/_a/product_images/2092/9783/pirelli_diablo_supercorsa_spv4_tires.jpg,"[""https://www.cyclegear.com/_a/product_images/2092/9766/pirelli_diablo_supercorsa_spv4_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2092/9749/pirelli_diablo_supercorsa_spv4_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2092/9783/pirelli_diablo_supercorsa_spv4_tires.jpg""]","Pirelli Diablo Supercorsa SP V4 Tires Now on to its fourth generation, completely revised from the ground up, the Pirelli Diablo Supercorsa SPV4 Tires are as close as you can get to a race tire that is still street legal. Using compounds and structure directly pulled from the tires used in the FIM Superbike World Championship. Pirelli's motto is in full display here ""we sell what we race, we race what we sell"" and when you lean into that race spec compound on the shoulder of the tires you'll feel it. Perfectly at home carving your way through a mountain pass or knee down at the track, the Supercorsa SP V4 tires will make you the only thing holding your bike back. Pirelli first started this series of tires to parallel the spirit of the World Superbike Championships, where you can buy the same motorcycles you see at the track for yourself. Then used the lessons learned and experience gained through years of its races to apply back into the design of the tire. Truly a race tire you can enjoy on the street.","FLASH grooves for homogeneous thrust at any lean angle and performance consistency turn after turn Compounds and profiles directly from the FIM World Superbike Championship for ultimate grip and lap time record setting Tire structure directly derived from World SBK Racing profiles directly derived from World SBK Outstanding riding ease, line holding and high speed stability Racing compound on the shoulders and slick road compound in the central band Homogeneous thrust at any lean angle and performance consistency turn after turn Optimized contact patch providing greater traction and precision when cornering Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/pirelli-diablo-supercorsa-sp-v4-tires,Success
1591883.0,Metzeler CruiseTec Tires,Metzeler,Tires,Street Bike,Customcruisertouring Bi / Customcruisertouring Ra / Cruiser Tire / Harley Tire,Harley-Davidson,Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str,1990 - 2025,P673121,$153.51 - $355.96,$202.45 - $469.57,Save up to Save $113.61 24%,4.7,415.0,,,,,Rear; Front,36,140/75R15 65H TL; 130/90B16 73H TL; MT90B16 72H TL; MT90B16 74H TL; MU85B16 77H TL; 150/80-16 71H TL; 150/80B16 77H TL; 180/60R16 80H TL; 180/60R16 80H TL I-spec; 180/65B16 81H TL; 180/70R16 77V TL; 180/70B16 77H TL; 200/55R16 77H TL; 240/50R16 84V TL; 100/80-17 52H TL; 130/80B17 65H TL; 150/80R17 72V TL; 160/70B17 79V TL; 160/70R17 73V TL; 200/55R17 78V TL; 130/70B18 63H TL; 130/70R18 63H TL; 150/70B18 76H TL; 160/60R18 70V TL; 180/55B18 80H TL; 180/55ZR18 74W TL; 240/40VR18 79V TL; 260/40VR18 84V TL; 100/90-19 57H TL; 110/90-19 62H TL; 120/70ZR19 60W TL; 130/60B19 61H TL; 130/60B19 66H; MH90-21 54H TL; 120/70B21 68H TL; 130/60B21 63H TL,37,metzeler_cruisetec_tires.jpg,https://www.cyclegear.com/_a/product_images/2089/6994/metzeler_cruisetec_tires.jpg,https://www.cyclegear.com/_a/product_images/2089/6994/metzeler_cruisetec_tires.jpg ; https://www.cyclegear.com/_a/product_images/2089/7011/metzeler_cruisetec_tires.jpg ; https://www.cyclegear.com/_a/product_images/0895/7259/metzeler_cruisetec65_h.jpg,"[""https://www.cyclegear.com/_a/product_images/2089/6994/metzeler_cruisetec_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2089/7011/metzeler_cruisetec_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/0895/7259/metzeler_cruisetec65_h.jpg""]","Metzeler Cruisetec Tires The Cruisetec is the latest addition to Metzeler's line of cruiser tires. With a new aggressive tread pattern set in dual-compound rubber, the Cruisetec offer supreme handling in both dry and wet conditions. Featuring an all-new carcass specification, the Cruisetec provides excellent, predictable handling and cornering stability throughout corner entry and exit. This performance tire will not only help make use of all the extra power of performance cruisers but also improve the handling characteristics of cruisers of all shapes and pedigrees.","Dual compound rubber provides long lasting grip New compound has excellent grip, wet and dry Hi-performance carcass construction for smooth and predictable handling Tubeless ""I"" spec tire is the OE tire for Indian Challenger. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/metzeler-cruisetec-tires,Success
10267934.0,Dunlop Q5S Sportmax Tires,Dunlop,Tires,Street Bike,Hypersport Dot / Multi Compound Tire / Dot Tire / Sportbike Tire,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,P1025678,$205.99 - $325.99,$249.95 - $425.95,Save up to Save $99.96 23%,4.9,29.0,,,,,Rear; Front,9,110/70ZR17 54W; 120/70ZR17 58W; 140/70ZR17 66W; 150/60ZR17 66W; 160/60ZR17 69W; 180/55ZR17 73W; 190/50ZR17 73W; 190/55ZR17 75W; 200/55ZR17 78W,9,dunlop_q5_s_sportmax_tires_1800x1800.jpg,https://www.cyclegear.com/_a/product_images/1919/9885/dunlop_q5_s_sportmax_tires_1800x1800.jpg,https://www.cyclegear.com/_a/product_images/1919/9885/dunlop_q5_s_sportmax_tires_1800x1800.jpg ; https://www.cyclegear.com/_a/product_images/1919/9868/dunlop_q5_s_sportmax_tires.jpg ; https://www.cyclegear.com/_a/product_images/1919/9902/dunlop_q5_s_sportmax_tires.jpg ; https://www.cyclegear.com/_a/product_images/1919/9885/dunlop_q5_s_sportmax_tires.jpg,"[""https://www.cyclegear.com/_a/product_images/1919/9885/dunlop_q5_s_sportmax_tires_1800x1800.jpg"", ""https://www.cyclegear.com/_a/product_images/1919/9868/dunlop_q5_s_sportmax_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1919/9902/dunlop_q5_s_sportmax_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1919/9885/dunlop_q5_s_sportmax_tires.jpg""]","Dunlop Q5S Sportmax Tires The Dunlop Sportmax Q5S, in its fifth iteration, arrives as a DOT-compliant tire designed to meet the rigorous demands of both track-day enthusiasts and street riders. This tire is an evolution, drawing upon the favorable elements from the well-received Sportmax Q3+ and Dunlop's advanced MotoAmerica-spec road race tires. It incorporates Dunlop's prime technologies, resulting in a track and street tire that excels without compromise. The Q5S offers enhanced construction, profile, compounds, and tread pattern to deliver lighter, more agile handling and superior grip in both dry and wet conditions, all while providing exceptional feel regardless of the riding environment.","Even more user-friendly, as dry and wet grip, tire compliance, and warm-up times have all been improved New race tire derived compounds provide incredible grip Updated profiles increase footprints at more extreme lean angles to give you more tire on the road for more grip and less slip Made in USA Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/dunlop-q5s-sportmax-tires,Success
10202407.0,Pirelli Diablo Rosso IV Corsa Tires,Pirelli,Tires,Street Bike,Hypersport Dot / Dot Tire / Sportbike Tire / Multi Compound Tire,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,P986108,$162.16 - $333.86,$224.92 - $447.46,Save up to Save $113.60 25%,4.9,50.0,,,,,Front; Rear,9,110/70ZR17 54W; 120/70ZR17 58W; 150/60ZR17 66W; 180/55ZR17 73W; 180/60ZR17 75W; 190/50ZR17 73W; 190/55ZR17 75W; 200/55ZR17 78W; 200/60ZR17 80W,9,pirelli_diablo_rosso_iv_corsa_tires.jpg,https://www.cyclegear.com/_a/product_images/1829/6167/pirelli_diablo_rosso_iv_corsa_tires.jpg,https://www.cyclegear.com/_a/product_images/1829/6167/pirelli_diablo_rosso_iv_corsa_tires.jpg,"[""https://www.cyclegear.com/_a/product_images/1829/6167/pirelli_diablo_rosso_iv_corsa_tires.jpg""]","Pirelli Diablo Rosso IV Corsa Tires The fiercer version of the Diablo Rosso IV, the Diablo Rosso IV Corsa is intended for thrill seekers and bike-tuning enthusiasts looking for more than a supersport tire. Experience higher grip in dry conditions, enhanced hard handling and consistent performance even after multiple hard riding sessions.","Designed for supersport, naked and crossover motorcycles for aggressive road use Outstanding cornering support at extreme lean angles Increased tire solidity and lateral thrust while cornering Reduced number of lateral grooves, more rubber to the road at mid-lean Dual compound layout with soft shoulders for both front and rear tires Blackwall Tubeless (TL) W-rated for speeds of 168+ MPH Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/pirelli-diablo-rosso-iv-corsa-tires,Success
1035046.0,Dunlop Sportmax GPR300 Tires,Dunlop,Tires,Street Bike,Hypersport Dot / Sportbike Tire / Dot Tire,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,P302824,$125.99 - $212.99,$160.95 - $290.95,Save up to Save $77.96 27%,4.7,84.0,,,,,Rear; Front,9,110/70R17 54H; 120/60ZR17 55W; 120/70ZR17 58W; 140/70R17 66H; 150/60R17 66H; 160/60ZR17 69W; 180/55ZR17 73W; 190/50ZR17 73W; 190/55ZR17 75W,9,dunlop_sportmax_gpr300_tires_rear.jpg,https://www.cyclegear.com/_a/product_images/1836/0773/dunlop_sportmax_gpr300_tires_rear.jpg,https://www.cyclegear.com/_a/product_images/1836/0773/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/1836/0781/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/1836/0789/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/1836/0587/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/0132/3766/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/0132/3774/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/1836/0821/dunlop_sportmax_gpr300_tires_rear.jpg ; https://www.cyclegear.com/_a/product_images/0132/3742/dunlop_sportmax_gpr300_tires_front.jpg ; https://www.cyclegear.com/_a/product_images/0132/3750/dunlop_sportmax_gpr300_tires_front.jpg ; https://www.cyclegear.com/_a/product_images/0132/3758/dunlop_sportmax_gpr300_tires_front.jpg,"[""https://www.cyclegear.com/_a/product_images/1836/0773/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/1836/0781/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/1836/0789/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/1836/0587/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/0132/3766/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/0132/3774/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/1836/0821/dunlop_sportmax_gpr300_tires_rear.jpg"", ""https://www.cyclegear.com/_a/product_images/0132/3742/dunlop_sportmax_gpr300_tires_front.jpg"", ""https://www.cyclegear.com/_a/product_images/0132/3750/dunlop_sportmax_gpr300_tires_front.jpg"", ""https://www.cyclegear.com/_a/product_images/0132/3758/dunlop_sportmax_gpr300_tires_front.jpg""]",Dunlop Sportmax GPR300 Tires The Sportmax GPR-300 is a high-performance choice for smaller sport bikes that want the most out of their tires.,"Radial tire technology helps to provide enhanced grip in wet and dry conditions Optimized construction to enhance handling and responsiveness for street-going sport riding Advanced belt design and Jointless Band (JLB) rear tire construction utilizes a continuously wound belt for smooth performance and a consistent tire contact patch Aggressive sport-derived tread pattern for enhanced on-bike appearance Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/dunlop-sportmax-gpr300-tires,Success
1088358.0,Pirelli Diablo Rosso III Tires,Pirelli,Tires,Street Bike,Hypersport Dot / Sportbike Tire / Multi Compound Tire / Dot Tire,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,P326475,$140.32 - $285.03,$185.74 - $401.13,Save up to Save $116.10 29%,4.9,49.0,,,,,Front; Rear,13,110/70ZR17 54W TL; 120/60ZR17 55W TL; 120/70ZR17 58W TL; 120/70ZR17 58W TL D-Spec; 140/70/R17 66H TL; 150/60ZR17 66W TL; 160/60ZR17 69W TL; 180/55ZR17 73W TL; 180/60ZR17 75W TL; 190/50ZR17 73W TL; 190/55ZR17 75W TL; 200/55ZR17 78W TL; 240/45ZR17 82W TL,13,pirelli_diablo_rosso_iii_front_tires.jpg,https://www.cyclegear.com/_a/product_images/1418/2506/pirelli_diablo_rosso_iii_front_tires.jpg,https://www.cyclegear.com/_a/product_images/1418/2506/pirelli_diablo_rosso_iii_front_tires.jpg ; https://www.cyclegear.com/_a/product_images/1418/2548/pirelli_diablo_rosso_iii_front_tires.jpg ; https://www.cyclegear.com/_a/product_images/1418/2472/pirelli_diablo_rosso_iii_tires.jpg ; https://www.cyclegear.com/_a/product_images/1418/2523/pirelli_diablo_rosso_iii_rear_tires.jpg ; https://www.cyclegear.com/_a/product_images/1418/2540/pirelli_diablo_rosso_iii_rear_tires.jpg ; https://www.cyclegear.com/_a/product_images/1418/2556/pirelli_diablo_rosso_iii_rear_tires.jpg ; https://www.cyclegear.com/_a/product_images/1418/2564/pirelli_diablo_rosso_iii_rear_tires.jpg ; https://www.cyclegear.com/_a/product_images/1020/3952/pirelli_tire24045_zr17_rd_rosso_iii.jpg ; https://www.cyclegear.com/_a/product_images/0170/8222/pirelli_diablo_rosso_iii_rear_tires.jpg,"[""https://www.cyclegear.com/_a/product_images/1418/2506/pirelli_diablo_rosso_iii_front_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1418/2548/pirelli_diablo_rosso_iii_front_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1418/2472/pirelli_diablo_rosso_iii_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1418/2523/pirelli_diablo_rosso_iii_rear_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1418/2540/pirelli_diablo_rosso_iii_rear_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1418/2556/pirelli_diablo_rosso_iii_rear_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1418/2564/pirelli_diablo_rosso_iii_rear_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1020/3952/pirelli_tire24045_zr17_rd_rosso_iii.jpg"", ""https://www.cyclegear.com/_a/product_images/0170/8222/pirelli_diablo_rosso_iii_rear_tires.jpg""]",Pirelli Diablo Rosso III Rear Tires,"Pirelli technology from the World Superbike Championship Unprecedented handling for a generation of sport behavior WSBK-derived profile for agile response, quick turn-in and transitions ""Flash"" racing tread pattern promotes uniform wear for performance consistency throughout the tire's life Bi-compound design with a wide race compound strip offering full grip from mid-lean angle High-performance silica compounds improve grip across a wide range of temperatures for optimal grip in all conditions Large footprint area for improved adherence Blackwall Tubeless (TL) W-rated for speeds of 168+ MPH Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/pirelli-diablo-rosso-iii-tires,Success
1776952.0,Dunlop Trailmax Mission Tires,Dunlop,Tires,Dirt Bike,Dual Road Bias Dot / 60 On Road 40 Off Road / 50 On Road 50 Off Road / Dual Sport Tire,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,P824886,$163.99 - $311.99,$199.95 - $377.95,Save up to Save $65.96 17%,4.7,279.0,,,,,Front; Rear,10,120/90-17 64T TL; 130/80B17 65T TL; 150/70B17 69T TL; 170/60B17 72T TL; 140/80B18 70T TL; 150/70B18 70T TL; 100/90-19 57T TL; 110/80-19 59T TL; 120/70B19 60T TL; 90/90-21 54T TL,10,dunlop_trailmax_mission_tires.jpg,https://www.cyclegear.com/_a/product_images/1353/3029/dunlop_trailmax_mission_tires.jpg,https://www.cyclegear.com/_a/product_images/1353/3029/dunlop_trailmax_mission_tires.jpg ; https://www.cyclegear.com/_a/product_images/1353/3004/dunlop_trailmax_mission_tires.jpg ; https://www.cyclegear.com/_a/product_images/2408/0849/dunlop_trailmax_mission_tires.jpg ; https://www.cyclegear.com/_a/product_images/1353/3046/dunlop_trailmax_mission_tires.jpg ; https://www.cyclegear.com/_a/product_images/1353/3072/dunlop_trailmax_mission_tires.jpg,"[""https://www.cyclegear.com/_a/product_images/1353/3029/dunlop_trailmax_mission_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1353/3004/dunlop_trailmax_mission_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2408/0849/dunlop_trailmax_mission_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1353/3046/dunlop_trailmax_mission_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/1353/3072/dunlop_trailmax_mission_tires.jpg""]","Dunlop Trailmax Mission Tires The Dunlop Trailmax Mission Tire is a ""50/50"" adventure tire that is ready for even the biggest ADV rigs. Dunlop's ""Staggered Step"" tread pattern delivers sure-footed wet weather road carving and predictable grip on the trails via the large, deep tread pattern. Tread blocks that wrap up and around the sidewall increase puncture resistance and traction while adding to the tire's technical appearance. Revised rubber compounds help extend tire life.","50% on-road and 50% off-road performance Tread blocks feature Dunlop's ""Staggered Step"" design Wraparound lugs reduce punctures and add grip Deep grooves improve wet weather grip and offer a more aggressive biting edge off-road Improved tread compounds balance off-road performance with class leading mileage Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/tires/dunlop-trailmax-mission-tires,Success
1790970.0,Michelin Commander III Cruiser Tires,Michelin Tires,Tires,Dirt Bike,Customcruisertouring Ra / Cruiser Tire / Harley Tire / Touring Tire,Harley-Davidson,Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str,1990 - 2025,P836176,$170.99 - $332.99,$229.99 - $436.95,Save up to Save $103.96 24%,4.7,226.0,,,,,Front; Rear,14,140/90B15 76H Reinforced TL/TT; 150/90B15 74H TL/TT; 170/80B15 77H TL/TT; 180/70B15 76H TL/TT; 130/90B16 73H Reinforced TL/TT; 140/90B16 77H Reinforced TL/TT; 150/80B16 77H Reinforced TL/TT; 140/75R17 67V TL; 160/70B17 73V TL/TT; 200/55R17 78V TL; 100/90B19 57H TL/TT; 110/90B19 62H TL/TT; 80/90B21 54H Reinforced TL/TT; 90/90B21 54H TL/TT,15,michelin_commander_iii_cruiser_tires.jpg,https://www.cyclegear.com/_a/product_images/2062/5096/michelin_commander_iii_cruiser_tires.jpg,https://www.cyclegear.com/_a/product_images/2062/5096/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/5045/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/2138/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/4926/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/4909/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/2121/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/2104/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/1815/michelin_commander_iii_cruiser_tires.jpg ; https://www.cyclegear.com/_a/product_images/2062/4892/michelin_commander_iii_cruiser_tires.jpg,"[""https://www.cyclegear.com/_a/product_images/2062/5096/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/5045/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/2138/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/4926/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/4909/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/2121/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/2104/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/1815/michelin_commander_iii_cruiser_tires.jpg"", ""https://www.cyclegear.com/_a/product_images/2062/4892/michelin_commander_iii_cruiser_tires.jpg""]","Michelin Commander 3 Cruiser Tires Engineered for V-twin and custom cruisers seeking head turning style and trusted performance Silica Rain Technology for outstanding wet grip and even wear patterns Amplified Density Technology for sharp handling and solid road feedback Aramid fiber crown ply for durability, high speed stability and reduced weight Improved wet performance and legendary mileage, even better than the Commander II Optimized tread grooves effectively channel water for excellent wet road confidence Premium ''velvet'' sidewall detailing enhances your bike's custom look Square bead wires for improved rigidity, handling and straightforward installation Available in ""Reinforced"" for heavyweight touring bikes, two-up riding, or when required by OEM specifications Please Note: The Commander III ""Touring"" and Commander III ""Cruiser"" are unique tires. Each model features a specific set of sizes, distinct sidewall designs and slightly different tread patterns. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount The Michelin Commander III Cruiser Tire carries forward the legacy of its legendary predecessor, the Commander II, setting a new standard for V-twin and custom cruiser tires. True to Michelin's 'Total Performance' promise, the Commander III Cruiser delivers an unbeatable combination of dry road authority, enhanced wet weather grip and exceptional longevity. Building on the Commander II's renowned durability (proven capable of up to 25,000 miles), this new generation tire gives cruiser riders the confidence to roll on, backed by performance that doesn't quit and looks that turn heads. It’s the new legend for your cruiser. Exceptional Longevity Building on legendary mileage, the Commander III Cruiser offers even greater tread life. Silica Rain Tech ensures even wear, while the aramid ply adds durability for countless miles of style. Solid Handling & Stability Amplified Density Technology provides a rigid casing for excellent feedback and responsive handling. The high density carcass and aramid plies ensure V-twin stability and nimble control on any road. Confident Wet Grip Ride confidently in the rain. Silica Rain Technology delivers outstanding wet grip, while deep tread grooves efficiently evacuate water. Stay planted and in control, whatever the weather. Cruiser Style & Performance Get the complete package with impressive grip, long tread life and stable handling. The unique tread pattern and premium 'velvet' sidewalls ensure your V-twin looks as great as it performs.",,https://www.cyclegear.com/tires/michelin-commander-iii-cruiser-tires,Success
